premise,choice1,choice2,question,difficulty,answer,label,split,input,output,task,option1,option2
The girl poked fun at the boy.,She lived next door to him.,She had a crush on him.,cause,easy,2,1,test,"the girl poked fun at the boy.
what was the cause?
(a) she lived next door to him
(b) she had a crush on him",she had a crush on him,copa,she lived next door to him,she had a crush on him
The hungry vagrant stole food.,He incited pity.,He had no money.,cause,hard,2,1,test,"the hungry vagrant stole food.
what was the cause?
(a) he incited pity
(b) he had no money",he had no money,copa,he incited pity,he had no money
I called my friend to chat.,I wanted privacy.,I felt lonely.,cause,hard,2,1,test,"i called my friend to chat.
what was the cause?
(a) i wanted privacy
(b) i felt lonely",i felt lonely,copa,i wanted privacy,i felt lonely
The man extended his hand to me.,I shook his hand.,I slapped him.,effect,hard,1,0,test,"the man extended his hand to me.
what was the effect?
(a) i shook his hand
(b) i slapped him",i shook his hand,copa,i shook his hand,i slapped him
I ducked.,The fireworks launched up in the air.,The frisbee soared towards my head.,cause,hard,2,1,test,"i ducked.
what was the cause?
(a) the fireworks launched up in the air
(b) the frisbee soared towards my head",the frisbee soared towards my head,copa,the fireworks launched up in the air,the frisbee soared towards my head
The girl bit her nails.,She was worried.,She was surprised.,cause,hard,1,0,test,"the girl bit her nails.
what was the cause?
(a) she was worried
(b) she was surprised",she was worried,copa,she was worried,she was surprised
I turned the page on the calendar.,I marked an appointment on the calendar.,It was the beginning of a new month.,cause,easy,2,1,test,"i turned the page on the calendar.
what was the cause?
(a) i marked an appointment on the calendar
(b) it was the beginning of a new month",it was the beginning of a new month,copa,i marked an appointment on the calendar,it was the beginning of a new month
The husband discovered that his wife was having an affair.,He fired his lawyer.,He filed for divorce.,effect,hard,2,1,test,"the husband discovered that his wife was having an affair.
what was the effect?
(a) he fired his lawyer
(b) he filed for divorce",he filed for divorce,copa,he fired his lawyer,he filed for divorce
The girl dropped the rubber ball.,The ball bounced.,The ball glowed.,effect,hard,1,0,test,"the girl dropped the rubber ball.
what was the effect?
(a) the ball bounced
(b) the ball glowed",the ball bounced,copa,the ball bounced,the ball glowed
The girl made a mistake on her exam.,She guessed at the answer.,She erased her answer.,effect,easy,2,1,test,"the girl made a mistake on her exam.
what was the effect?
(a) she guessed at the answer
(b) she erased her answer",she erased her answer,copa,she guessed at the answer,she erased her answer
The player tackled his opponent.,His opponent caught the pass.,His opponent hit the ground.,effect,hard,2,1,test,"the player tackled his opponent.
what was the effect?
(a) his opponent caught the pass
(b) his opponent hit the ground",his opponent hit the ground,copa,his opponent caught the pass,his opponent hit the ground
I picked the tomatoes from the vine.,They were ripe.,I watered them.,cause,easy,1,0,test,"i picked the tomatoes from the vine.
what was the cause?
(a) they were ripe
(b) i watered them",they were ripe,copa,they were ripe,i watered them
The man wanted to act romantic.,He met his ex-girlfriend for lunch.,He bought his girlfriend chocolates.,effect,hard,2,1,test,"the man wanted to act romantic.
what was the effect?
(a) he met his exgirlfriend for lunch
(b) he bought his girlfriend chocolates",he bought his girlfriend chocolates,copa,he met his exgirlfriend for lunch,he bought his girlfriend chocolates
The mercury in the thermometer rose.,I dropped the thermometer.,The weather got warmer.,cause,hard,2,1,test,"the mercury in the thermometer rose.
what was the cause?
(a) i dropped the thermometer
(b) the weather got warmer",the weather got warmer,copa,i dropped the thermometer,the weather got warmer
A tornado came through the town.,The roof of the courthouse blew off.,The highway became dangerously icy.,effect,hard,1,0,test,"a tornado came through the town.
what was the effect?
(a) the roof of the courthouse blew off
(b) the highway became dangerously icy",the roof of the courthouse blew off,copa,the roof of the courthouse blew off,the highway became dangerously icy
The student received tutoring.,His grades improved.,He cheated on the exam.,effect,hard,1,0,test,"the student received tutoring.
what was the effect?
(a) his grades improved
(b) he cheated on the exam",his grades improved,copa,his grades improved,he cheated on the exam
I felt comfortable.,I kneeled down on the ground.,I wrapped myself in a blanket.,cause,hard,2,1,test,"i felt comfortable.
what was the cause?
(a) i kneeled down on the ground
(b) i wrapped myself in a blanket",i wrapped myself in a blanket,copa,i kneeled down on the ground,i wrapped myself in a blanket
I polished the stone.,It became slippery.,It became shiny.,effect,easy,2,1,test,"i polished the stone.
what was the effect?
(a) it became slippery
(b) it became shiny",it became shiny,copa,it became slippery,it became shiny
I added sugar to the coffee.,The coffee smelled strong.,The coffee tasted sweet.,effect,hard,2,1,test,"i added sugar to the coffee.
what was the effect?
(a) the coffee smelled strong
(b) the coffee tasted sweet",the coffee tasted sweet,copa,the coffee smelled strong,the coffee tasted sweet
The man shuffled through the papers.,He got a paper cut.,He shredded the papers.,effect,easy,1,0,test,"the man shuffled through the papers.
what was the effect?
(a) he got a paper cut
(b) he shredded the papers",he got a paper cut,copa,he got a paper cut,he shredded the papers
I pounded the nail with the hammer.,The nail sunk into the wood.,The nail became rusty.,effect,easy,1,0,test,"i pounded the nail with the hammer.
what was the effect?
(a) the nail sunk into the wood
(b) the nail became rusty",the nail sunk into the wood,copa,the nail sunk into the wood,the nail became rusty
The fish bit the line.,The fisherman reeled in the fish.,The fisherman recast the line.,effect,hard,1,0,test,"the fish bit the line.
what was the effect?
(a) the fisherman reeled in the fish
(b) the fisherman recast the line",the fisherman reeled in the fish,copa,the fisherman reeled in the fish,the fisherman recast the line
The teenager was embarrassed to go to school.,She got a pimple.,She got her braces off.,cause,easy,1,0,test,"the teenager was embarrassed to go to school.
what was the cause?
(a) she got a pimple
(b) she got her braces off",she got a pimple,copa,she got a pimple,she got her braces off
My facial expression lit up.,I received good news.,I lost my patience.,cause,easy,1,0,test,"my facial expression lit up.
what was the cause?
(a) i received good news
(b) i lost my patience",i received good news,copa,i received good news,i lost my patience
I wiped my hands with a towel.,The towel was wet.,My hands were wet.,cause,hard,2,1,test,"i wiped my hands with a towel.
what was the cause?
(a) the towel was wet
(b) my hands were wet",my hands were wet,copa,the towel was wet,my hands were wet
The man lost his balance on the stool.,The stool wobbled underneath him.,He spilled paint on the stool.,cause,easy,1,0,test,"the man lost his balance on the stool.
what was the cause?
(a) the stool wobbled underneath him
(b) he spilled paint on the stool",the stool wobbled underneath him,copa,the stool wobbled underneath him,he spilled paint on the stool
The teammates directed blame at each other.,They lost their game.,Their coach cancelled practice.,cause,easy,1,0,test,"the teammates directed blame at each other.
what was the cause?
(a) they lost their game
(b) their coach cancelled practice",they lost their game,copa,they lost their game,their coach cancelled practice
I asked for forgiveness.,I regretted my mistake.,I achieved my goal.,cause,hard,1,0,test,"i asked for forgiveness.
what was the cause?
(a) i regretted my mistake
(b) i achieved my goal",i regretted my mistake,copa,i regretted my mistake,i achieved my goal
The woman became bored with her date.,He asked her questions about herself.,He talked incessantly about himself.,cause,easy,2,1,test,"the woman became bored with her date.
what was the cause?
(a) he asked her questions about herself
(b) he talked incessantly about himself",he talked incessantly about himself,copa,he asked her questions about herself,he talked incessantly about himself
The girl flashed a smile.,Her cheeks reddened.,Her dimples showed.,effect,hard,2,1,test,"the girl flashed a smile.
what was the effect?
(a) her cheeks reddened
(b) her dimples showed",her dimples showed,copa,her cheeks reddened,her dimples showed
The enemy ship blew up.,It passed over the mine.,It sailed into the harbor.,cause,easy,1,0,test,"the enemy ship blew up.
what was the cause?
(a) it passed over the mine
(b) it sailed into the harbor",it passed over the mine,copa,it passed over the mine,it sailed into the harbor
The man punctured his foot.,He walked into a puddle.,He stepped on broken glass.,cause,hard,2,1,test,"the man punctured his foot.
what was the cause?
(a) he walked into a puddle
(b) he stepped on broken glass",he stepped on broken glass,copa,he walked into a puddle,he stepped on broken glass
The detectives dusted the crime scene for fingerprints.,They discovered the identity of the murderer.,They found the weapon at the crime scene.,effect,hard,1,0,test,"the detectives dusted the crime scene for fingerprints.
what was the effect?
(a) they discovered the identity of the murderer
(b) they found the weapon at the crime scene",they discovered the identity of the murderer,copa,they discovered the identity of the murderer,they found the weapon at the crime scene
There was a lot of traffic on the highway.,I took a detour.,I asked for a ride.,effect,hard,1,0,test,"there was a lot of traffic on the highway.
what was the effect?
(a) i took a detour
(b) i asked for a ride",i took a detour,copa,i took a detour,i asked for a ride
The nation's economy declined.,Many people got sick.,Many people faced unemployment.,effect,hard,2,1,test,"the nation's economy declined.
what was the effect?
(a) many people got sick
(b) many people faced unemployment",many people faced unemployment,copa,many people got sick,many people faced unemployment
The crossing guard blew her whistle at the children.,They were about to walk into oncoming traffic.,She recognized them from her neighborhood.,cause,easy,1,0,test,"the crossing guard blew her whistle at the children.
what was the cause?
(a) they were about to walk into oncoming traffic
(b) she recognized them from her neighborhood",they were about to walk into oncoming traffic,copa,they were about to walk into oncoming traffic,she recognized them from her neighborhood
I rolled my eyes at my friend.,He told me the truth.,He made a sarcastic remark.,cause,hard,2,1,test,"i rolled my eyes at my friend.
what was the cause?
(a) he told me the truth
(b) he made a sarcastic remark",he made a sarcastic remark,copa,he told me the truth,he made a sarcastic remark
The car ran out of gas.,The driver was stranded on the road.,The driver picked up a hitchhiker.,effect,easy,1,0,test,"the car ran out of gas.
what was the effect?
(a) the driver was stranded on the road
(b) the driver picked up a hitchhiker",the driver was stranded on the road,copa,the driver was stranded on the road,the driver picked up a hitchhiker
The woman went into labor.,The baby was delivered.,The woman had morning sickness.,effect,hard,1,0,test,"the woman went into labor.
what was the effect?
(a) the baby was delivered
(b) the woman had morning sickness",the baby was delivered,copa,the baby was delivered,the woman had morning sickness
The man's hat blew away.,He took off the hat.,It was windy outside.,cause,hard,2,1,test,"the man's hat blew away.
what was the cause?
(a) he took off the hat
(b) it was windy outside",it was windy outside,copa,he took off the hat,it was windy outside
The girl attended her classmate's birthday party.,She received an invitation.,She bought a gift.,cause,easy,1,0,test,"the girl attended her classmate's birthday party.
what was the cause?
(a) she received an invitation
(b) she bought a gift",she received an invitation,copa,she received an invitation,she bought a gift
The boy's forehead felt hot.,His mother took his temperature.,His mother took him to the park.,effect,hard,1,0,test,"the boy's forehead felt hot.
what was the effect?
(a) his mother took his temperature
(b) his mother took him to the park",his mother took his temperature,copa,his mother took his temperature,his mother took him to the park
The man sprayed himself with cologne.,He wanted to impress his date.,He put gel in his hair.,cause,easy,1,0,test,"the man sprayed himself with cologne.
what was the cause?
(a) he wanted to impress his date
(b) he put gel in his hair",he wanted to impress his date,copa,he wanted to impress his date,he put gel in his hair
The electricity in the house shut off.,I looked for a flashlight.,I picked up a shovel.,effect,hard,1,0,test,"the electricity in the house shut off.
what was the effect?
(a) i looked for a flashlight
(b) i picked up a shovel",i looked for a flashlight,copa,i looked for a flashlight,i picked up a shovel
The family moved into a bigger house.,The son graduated from high school.,The mother gave birth to twins.,cause,hard,2,1,test,"the family moved into a bigger house.
what was the cause?
(a) the son graduated from high school
(b) the mother gave birth to twins",the mother gave birth to twins,copa,the son graduated from high school,the mother gave birth to twins
The marathoner kept at a slow pace.,She wanted to conserve her energy.,She saw the finish line.,cause,hard,1,0,test,"the marathoner kept at a slow pace.
what was the cause?
(a) she wanted to conserve her energy
(b) she saw the finish line",she wanted to conserve her energy,copa,she wanted to conserve her energy,she saw the finish line
The boy kicked the vending machine.,The machine spit out the change.,The bag of chips was stuck.,cause,hard,2,1,test,"the boy kicked the vending machine.
what was the cause?
(a) the machine spit out the change
(b) the bag of chips was stuck",the bag of chips was stuck,copa,the machine spit out the change,the bag of chips was stuck
My friend's dog died.,I rolled my eyes at him.,I gave him a hug.,effect,hard,2,1,test,"my friend's dog died.
what was the effect?
(a) i rolled my eyes at him
(b) i gave him a hug",i gave him a hug,copa,i rolled my eyes at him,i gave him a hug
The businessman's credit card got declined.,He wrote an IOU.,He paid with cash.,effect,hard,2,1,test,"the businessman's credit card got declined.
what was the effect?
(a) he wrote an iou
(b) he paid with cash",he paid with cash,copa,he wrote an iou,he paid with cash
The man cursed.,He clipped his nails.,He stubbed his toe.,cause,easy,2,1,test,"the man cursed.
what was the cause?
(a) he clipped his nails
(b) he stubbed his toe",he stubbed his toe,copa,he clipped his nails,he stubbed his toe
The man felt proud of his brother.,His brother got in an argument with their parents.,His brother got accepted into law school.,cause,hard,2,1,test,"the man felt proud of his brother.
what was the cause?
(a) his brother got in an argument with their parents
(b) his brother got accepted into law school",his brother got accepted into law school,copa,his brother got in an argument with their parents,his brother got accepted into law school
The girl wanted to learn about the solar system.,She went to the library.,She looked at the stars.,effect,easy,1,0,test,"the girl wanted to learn about the solar system.
what was the effect?
(a) she went to the library
(b) she looked at the stars",she went to the library,copa,she went to the library,she looked at the stars
The poster stuck to the wall.,I positioned the poster above the door.,I put tape on the back of the poster.,cause,hard,2,1,test,"the poster stuck to the wall.
what was the cause?
(a) i positioned the poster above the door
(b) i put tape on the back of the poster",i put tape on the back of the poster,copa,i positioned the poster above the door,i put tape on the back of the poster
The client approved the architect's plans for the building.,The architect constructed the building.,The architect adjusted the plans.,effect,hard,1,0,test,"the client approved the architect's plans for the building.
what was the effect?
(a) the architect constructed the building
(b) the architect adjusted the plans",the architect constructed the building,copa,the architect constructed the building,the architect adjusted the plans
The man dropped his spoon.,His hand was shaking.,He licked the spoon.,cause,hard,1,0,test,"the man dropped his spoon.
what was the cause?
(a) his hand was shaking
(b) he licked the spoon",his hand was shaking,copa,his hand was shaking,he licked the spoon
The CEO of the company resigned.,The board of directors dissolved the company.,The board of directors found his replacement.,effect,easy,2,1,test,"the ceo of the company resigned.
what was the effect?
(a) the board of directors dissolved the company
(b) the board of directors found his replacement",the board of directors found his replacement,copa,the board of directors dissolved the company,the board of directors found his replacement
I arrived late to the lecture.,I took a seat in the back row.,I approached the podium.,effect,hard,1,0,test,"i arrived late to the lecture.
what was the effect?
(a) i took a seat in the back row
(b) i approached the podium",i took a seat in the back row,copa,i took a seat in the back row,i approached the podium
The man was released from jail.,His family paid his bail.,He attacked a fellow inmate.,cause,hard,1,0,test,"the man was released from jail.
what was the cause?
(a) his family paid his bail
(b) he attacked a fellow inmate",his family paid his bail,copa,his family paid his bail,he attacked a fellow inmate
The family lost all their belongings.,They sold their house.,Their house caught fire.,cause,easy,2,1,test,"the family lost all their belongings.
what was the cause?
(a) they sold their house
(b) their house caught fire",their house caught fire,copa,they sold their house,their house caught fire
I stomped on the aluminum can.,The can was recycled.,The can got crushed.,effect,easy,2,1,test,"i stomped on the aluminum can.
what was the effect?
(a) the can was recycled
(b) the can got crushed",the can got crushed,copa,the can was recycled,the can got crushed
The girl joined the debate team.,She learned to use a computer.,She learned communication skills.,effect,easy,2,1,test,"the girl joined the debate team.
what was the effect?
(a) she learned to use a computer
(b) she learned communication skills",she learned communication skills,copa,she learned to use a computer,she learned communication skills
My mood improved.,I listened to music.,I did the dishes.,cause,easy,1,0,test,"my mood improved.
what was the cause?
(a) i listened to music
(b) i did the dishes",i listened to music,copa,i listened to music,i did the dishes
The charity made a goal to raise money.,They fed the homeless.,They held an auction.,effect,easy,2,1,test,"the charity made a goal to raise money.
what was the effect?
(a) they fed the homeless
(b) they held an auction",they held an auction,copa,they fed the homeless,they held an auction
The roller coaster plunged down the steep drop.,The passengers giggled.,The passengers screamed.,effect,hard,2,1,test,"the roller coaster plunged down the steep drop.
what was the effect?
(a) the passengers giggled
(b) the passengers screamed",the passengers screamed,copa,the passengers giggled,the passengers screamed
I was furious.,I checked the mailbox upon leaving the house.,I slammed the door upon leaving the house.,effect,easy,2,1,test,"i was furious.
what was the effect?
(a) i checked the mailbox upon leaving the house
(b) i slammed the door upon leaving the house",i slammed the door upon leaving the house,copa,i checked the mailbox upon leaving the house,i slammed the door upon leaving the house
The man wanted to watch the sunrise.,He travelled north.,He got up early.,effect,easy,2,1,test,"the man wanted to watch the sunrise.
what was the effect?
(a) he travelled north
(b) he got up early",he got up early,copa,he travelled north,he got up early
I folded the paper.,I recycled the paper.,The paper creased.,effect,hard,2,1,test,"i folded the paper.
what was the effect?
(a) i recycled the paper
(b) the paper creased",the paper creased,copa,i recycled the paper,the paper creased
The nation endured a natural disaster.,Leaders of other countries formed an alliance.,Leaders of other countries sent emergency relief.,effect,hard,2,1,test,"the nation endured a natural disaster.
what was the effect?
(a) leaders of other countries formed an alliance
(b) leaders of other countries sent emergency relief",leaders of other countries sent emergency relief,copa,leaders of other countries formed an alliance,leaders of other countries sent emergency relief
The boy's clothes got soaked.,He climbed out of the pool.,He fell into the pool.,cause,easy,2,1,test,"the boy's clothes got soaked.
what was the cause?
(a) he climbed out of the pool
(b) he fell into the pool",he fell into the pool,copa,he climbed out of the pool,he fell into the pool
The student rushed to finish the book.,It was due to be returned to the library.,He borrowed it from a friend.,cause,easy,1,0,test,"the student rushed to finish the book.
what was the cause?
(a) it was due to be returned to the library
(b) he borrowed it from a friend",it was due to be returned to the library,copa,it was due to be returned to the library,he borrowed it from a friend
The criminal was executed.,He was thrown in jail.,He was convicted of murder.,cause,easy,2,1,test,"the criminal was executed.
what was the cause?
(a) he was thrown in jail
(b) he was convicted of murder",he was convicted of murder,copa,he was thrown in jail,he was convicted of murder
Sunlight entered the room.,I opened the curtains.,I unlocked the door.,cause,hard,1,0,test,"sunlight entered the room.
what was the cause?
(a) i opened the curtains
(b) i unlocked the door",i opened the curtains,copa,i opened the curtains,i unlocked the door
I yanked the imposter's hair.,Her wig came off.,She went bald.,effect,hard,1,0,test,"i yanked the imposter's hair.
what was the effect?
(a) her wig came off
(b) she went bald",her wig came off,copa,her wig came off,she went bald
The editor reworded a sentence in the manuscript.,He found the manuscript compelling.,He deemed the sentence unclear.,cause,easy,2,1,test,"the editor reworded a sentence in the manuscript.
what was the cause?
(a) he found the manuscript compelling
(b) he deemed the sentence unclear",he deemed the sentence unclear,copa,he found the manuscript compelling,he deemed the sentence unclear
The woman cancelled her credit card account.,She realized the card was missing.,She realized the card was expired.,cause,hard,1,0,test,"the woman cancelled her credit card account.
what was the cause?
(a) she realized the card was missing
(b) she realized the card was expired",she realized the card was missing,copa,she realized the card was missing,she realized the card was expired
The man and woman fell in love.,They attended college.,They got married.,effect,easy,2,1,test,"the man and woman fell in love.
what was the effect?
(a) they attended college
(b) they got married",they got married,copa,they attended college,they got married
The music was too faint to hear.,I turned up the volume.,I composed my own song.,effect,easy,1,0,test,"the music was too faint to hear.
what was the effect?
(a) i turned up the volume
(b) i composed my own song",i turned up the volume,copa,i turned up the volume,i composed my own song
The boy's hair was sticking up.,The girl ruffled it.,The girl pulled it.,cause,hard,1,0,test,"the boy's hair was sticking up.
what was the cause?
(a) the girl ruffled it
(b) the girl pulled it",the girl ruffled it,copa,the girl ruffled it,the girl pulled it
The bug got squashed.,I sprayed myself with bug repellent.,I stepped on the bug.,cause,easy,2,1,test,"the bug got squashed.
what was the cause?
(a) i sprayed myself with bug repellent
(b) i stepped on the bug",i stepped on the bug,copa,i sprayed myself with bug repellent,i stepped on the bug
I opened my eyes.,I woke up.,I relaxed.,cause,easy,1,0,test,"i opened my eyes.
what was the cause?
(a) i woke up
(b) i relaxed",i woke up,copa,i woke up,i relaxed
My neighbor's music was blaring.,I asked him to turn it down.,I asked to borrow the CD from him.,effect,easy,1,0,test,"my neighbor's music was blaring.
what was the effect?
(a) i asked him to turn it down
(b) i asked to borrow the cd from him",i asked him to turn it down,copa,i asked him to turn it down,i asked to borrow the cd from him
The man's family lived in poverty.,He was frugal with his earnings.,He earned below minimum wage.,cause,easy,2,1,test,"the man's family lived in poverty.
what was the cause?
(a) he was frugal with his earnings
(b) he earned below minimum wage",he earned below minimum wage,copa,he was frugal with his earnings,he earned below minimum wage
The student graduated from the university.,He looked for a job.,He took up a hobby.,effect,hard,1,0,test,"the student graduated from the university.
what was the effect?
(a) he looked for a job
(b) he took up a hobby",he looked for a job,copa,he looked for a job,he took up a hobby
The artist mixed yellow paint into blue paint.,The paint splattered everywhere.,The paint turned green.,effect,hard,2,1,test,"the artist mixed yellow paint into blue paint.
what was the effect?
(a) the paint splattered everywhere
(b) the paint turned green",the paint turned green,copa,the paint splattered everywhere,the paint turned green
I changed the topic of conversation.,I ran out of things to talk about.,The conversation became tense.,cause,hard,2,1,test,"i changed the topic of conversation.
what was the cause?
(a) i ran out of things to talk about
(b) the conversation became tense",the conversation became tense,copa,i ran out of things to talk about,the conversation became tense
My brother was released from the hospital.,I welcomed him back home.,I gave him the cold shoulder.,effect,hard,1,0,test,"my brother was released from the hospital.
what was the effect?
(a) i welcomed him back home
(b) i gave him the cold shoulder",i welcomed him back home,copa,i welcomed him back home,i gave him the cold shoulder
The curtain on the stage went up.,The opening scene of the play began.,The actors in the play exited the stage.,effect,easy,1,0,test,"the curtain on the stage went up.
what was the effect?
(a) the opening scene of the play began
(b) the actors in the play exited the stage",the opening scene of the play began,copa,the opening scene of the play began,the actors in the play exited the stage
The hostage submitted to the kidnapper's mandates.,The kidnapper threatened to hurt the hostage.,The kidnapper left the hostage by himself.,cause,easy,1,0,test,"the hostage submitted to the kidnapper's mandates.
what was the cause?
(a) the kidnapper threatened to hurt the hostage
(b) the kidnapper left the hostage by himself",the kidnapper threatened to hurt the hostage,copa,the kidnapper threatened to hurt the hostage,the kidnapper left the hostage by himself
A boom reverberated across the stage.,The musician tapped his foot.,The musician pounded the drum.,cause,easy,2,1,test,"a boom reverberated across the stage.
what was the cause?
(a) the musician tapped his foot
(b) the musician pounded the drum",the musician pounded the drum,copa,the musician tapped his foot,the musician pounded the drum
The parents rushed to their child's bedroom.,The child awoke screaming from a nightmare.,The child was scared to look under her bed.,cause,hard,1,0,test,"the parents rushed to their child's bedroom.
what was the cause?
(a) the child awoke screaming from a nightmare
(b) the child was scared to look under her bed",the child awoke screaming from a nightmare,copa,the child awoke screaming from a nightmare,the child was scared to look under her bed
The woman communicated with sign language.,She was born premature.,She was born deaf.,cause,hard,2,1,test,"the woman communicated with sign language.
what was the cause?
(a) she was born premature
(b) she was born deaf",she was born deaf,copa,she was born premature,she was born deaf
A drought occurred in the region.,The water became contaminated.,The crops perished.,effect,hard,2,1,test,"a drought occurred in the region.
what was the effect?
(a) the water became contaminated
(b) the crops perished",the crops perished,copa,the water became contaminated,the crops perished
The cat chased the bird.,The bird flew away.,The bird caught a worm.,effect,easy,1,0,test,"the cat chased the bird.
what was the effect?
(a) the bird flew away
(b) the bird caught a worm",the bird flew away,copa,the bird flew away,the bird caught a worm
The girl switched schools.,School let out for the summer.,She moved to a new town.,cause,hard,2,1,test,"the girl switched schools.
what was the cause?
(a) school let out for the summer
(b) she moved to a new town",she moved to a new town,copa,school let out for the summer,she moved to a new town
The factory owner refused to raise employees' wages.,The owner appointed a new manager.,The employees went on strike.,effect,hard,2,1,test,"the factory owner refused to raise employees' wages.
what was the effect?
(a) the owner appointed a new manager
(b) the employees went on strike",the employees went on strike,copa,the owner appointed a new manager,the employees went on strike
The leader antagonized the extremists among his country.,The extremists influenced him.,The extremists assassinated him.,effect,easy,2,1,test,"the leader antagonized the extremists among his country.
what was the effect?
(a) the extremists influenced him
(b) the extremists assassinated him",the extremists assassinated him,copa,the extremists influenced him,the extremists assassinated him
I walked barefoot on the beach.,Sand stuck to my feet.,Waves crashed along the shore.,effect,hard,1,0,test,"i walked barefoot on the beach.
what was the effect?
(a) sand stuck to my feet
(b) waves crashed along the shore",sand stuck to my feet,copa,sand stuck to my feet,waves crashed along the shore
I woke up in the middle of the night feeling cold.,I put sweatpants on.,I drank a glass of water.,effect,hard,1,0,test,"i woke up in the middle of the night feeling cold.
what was the effect?
(a) i put sweatpants on
(b) i drank a glass of water",i put sweatpants on,copa,i put sweatpants on,i drank a glass of water
The mother hushed her son.,Her son smirked.,Her son whined.,cause,hard,2,1,test,"the mother hushed her son.
what was the cause?
(a) her son smirked
(b) her son whined",her son whined,copa,her son smirked,her son whined
A hole ripped in my jeans.,I zipped up the jeans.,I tripped on the pavement.,cause,easy,2,1,test,"a hole ripped in my jeans.
what was the cause?
(a) i zipped up the jeans
(b) i tripped on the pavement",i tripped on the pavement,copa,i zipped up the jeans,i tripped on the pavement
The boy wore braces.,He got a cavity.,His teeth became straight.,effect,hard,2,1,test,"the boy wore braces.
what was the effect?
(a) he got a cavity
(b) his teeth became straight",his teeth became straight,copa,he got a cavity,his teeth became straight
I worked out at the gym yesterday.,I woke up today with sore muscles.,I woke up today with a sore throat.,effect,hard,1,0,test,"i worked out at the gym yesterday.
what was the effect?
(a) i woke up today with sore muscles
(b) i woke up today with a sore throat",i woke up today with sore muscles,copa,i woke up today with sore muscles,i woke up today with a sore throat
The girl whispered back and forth to each other at the lunch table.,Other students sat down at the lunch table.,Other students at the lunch table felt left out.,effect,easy,2,1,test,"the girl whispered back and forth to each other at the lunch table.
what was the effect?
(a) other students sat down at the lunch table
(b) other students at the lunch table felt left out",other students at the lunch table felt left out,copa,other students sat down at the lunch table,other students at the lunch table felt left out
The child landed on the trampoline.,She sprung back up into the air.,She decided to try to do a flip.,effect,hard,1,0,test,"the child landed on the trampoline.
what was the effect?
(a) she sprung back up into the air
(b) she decided to try to do a flip",she sprung back up into the air,copa,she sprung back up into the air,she decided to try to do a flip
I deposited the letter in the mailbox.,The post office delivered the letter.,The post office expedited the letter.,effect,hard,1,0,test,"i deposited the letter in the mailbox.
what was the effect?
(a) the post office delivered the letter
(b) the post office expedited the letter",the post office delivered the letter,copa,the post office delivered the letter,the post office expedited the letter
The gambler was confident.,He bet all of his money.,He went home broke.,effect,hard,1,0,test,"the gambler was confident.
what was the effect?
(a) he bet all of his money
(b) he went home broke",he bet all of his money,copa,he bet all of his money,he went home broke
The forest fire spread.,The winds became stronger.,The arsonists were apprehended.,cause,hard,1,0,test,"the forest fire spread.
what was the cause?
(a) the winds became stronger
(b) the arsonists were apprehended",the winds became stronger,copa,the winds became stronger,the arsonists were apprehended
The child skinned his knee.,His mother sent him to his room.,His mother put a bandage on the wound.,effect,easy,2,1,test,"the child skinned his knee.
what was the effect?
(a) his mother sent him to his room
(b) his mother put a bandage on the wound",his mother put a bandage on the wound,copa,his mother sent him to his room,his mother put a bandage on the wound
The man survived the deadly illness.,He signed his will.,He received an organ transplant.,cause,easy,2,1,test,"the man survived the deadly illness.
what was the cause?
(a) he signed his will
(b) he received an organ transplant",he received an organ transplant,copa,he signed his will,he received an organ transplant
I took a sip of the scalding coffee.,I bit my tongue.,I burnt my tongue.,effect,easy,2,1,test,"i took a sip of the scalding coffee.
what was the effect?
(a) i bit my tongue
(b) i burnt my tongue",i burnt my tongue,copa,i bit my tongue,i burnt my tongue
The editor fired the writer.,The writer avoided bias in her stories.,The writer missed an important deadline.,cause,easy,2,1,test,"the editor fired the writer.
what was the cause?
(a) the writer avoided bias in her stories
(b) the writer missed an important deadline",the writer missed an important deadline,copa,the writer avoided bias in her stories,the writer missed an important deadline
I felt exhausted.,I slept all day.,I studied all day.,cause,hard,2,1,test,"i felt exhausted.
what was the cause?
(a) i slept all day
(b) i studied all day",i studied all day,copa,i slept all day,i studied all day
The physician diagnosed the patient.,She identified the patient's symptoms.,She prescribed pills to the patient.,cause,easy,1,0,test,"the physician diagnosed the patient.
what was the cause?
(a) she identified the patients symptoms
(b) she prescribed pills to the patient",she identified the patients symptoms,copa,she identified the patients symptoms,she prescribed pills to the patient
I scratched my skin.,It was sweaty.,It felt itchy.,cause,easy,2,1,test,"i scratched my skin.
what was the cause?
(a) it was sweaty
(b) it felt itchy",it felt itchy,copa,it was sweaty,it felt itchy
The man underwent emergency surgery.,He lost his temper.,He suffered a heart attack.,cause,easy,2,1,test,"the man underwent emergency surgery.
what was the cause?
(a) he lost his temper
(b) he suffered a heart attack",he suffered a heart attack,copa,he lost his temper,he suffered a heart attack
The man's arm muscles bulged.,He flexed his arms.,He rubbed his arms.,cause,easy,1,0,test,"the man's arm muscles bulged.
what was the cause?
(a) he flexed his arms
(b) he rubbed his arms",he flexed his arms,copa,he flexed his arms,he rubbed his arms
The man raised his eyebrows.,He was surprised.,He felt discouraged.,cause,easy,1,0,test,"the man raised his eyebrows.
what was the cause?
(a) he was surprised
(b) he felt discouraged",he was surprised,copa,he was surprised,he felt discouraged
